three,four,five,NDX
267.75,273.15,266.45,269.275
266.45,273.15,266.35,268.95
266.25,272.15,266.25,268.95
266.05,272.15,264.95,268.95
269.45,273.15,263.75,267.85
268.15,273.15,262.75,267.825
267.15,272.15,261.65,268.675
266.15,272.15,261.15,268.45
265.35,271.15,260.95,268.05
268.35,271.15,260.65,267.6875
276.05,271.15,261.65,268.25
277.55,274.15,263.05,270.1833333
278.45,276.15,264.35,271.35
279.15,279.15,264.65,272.4
278.75,278.15,265.45,273.375
278.35,279.15,266.05,274.09
277.25,279.15,266.55,274.7833333
276.75,278.15,267.05,274.4
275.95,277.15,266.65,274.15
275.05,276.15,265.35,273.7
273.35,276.15,264.45,273.15
274.85,276.15,264.05,272.4
274.15,276.15,263.45,271.575
273.35,276.15,261.95,270.6
272.65,276.15,261.85,269.6
272.15,276.15,260.65,270.25
271.85,276.15,261.15,271.225
271.25,276.15,260.85,271.45
271.05,273.15,259.75,271.45
271.05,274.15,260.25,271.45
271.15,271.15,258.75,271.45
271.05,269.15,258.75,270.3
271.05,271.15,258.05,270.3
271.25,271.15,257.95,270.3
271.65,272.15,262.25,270.3
272.35,274.15,264.65,271.725
273.45,276.15,267.55,272.325
274.75,276.15,268.45,272.375
276.25,278.15,269.75,272.35
276.55,279.15,270.95,271.89
275.95,279.15,271.65,271.7166667
275.25,279.15,271.35,271.2
278.35,278.15,270.25,270.4
277.55,276.15,269.75,269.175
275.85,273.15,269.55,268.275
275.15,272.15,267.75,267.59
274.65,275.15,265.95,267.15
274.25,273.15,265.05,266.575
273.85,269.15,263.75,266.325
273.45,272.15,263.55,266.1
272.85,272.15,264.25,265.725
272.35,271.15,264.55,265.725
271.95,271.15,264.65,266.375
271.65,271.15,264.75,266.45
271.45,269.15,264.25,266.2
271.45,268.15,264.05,266.075
271.35,268.15,263.95,265.7
272.05,268.15,264.05,265.25
273.35,270.15,264.75,266.15
273.75,273.15,265.85,267.45
274.65,275.15,266.65,268.81
275.35,276.15,267.45,270.2166667
275.35,276.15,268.65,271.175
275.95,277.15,269.15,271.73
275.75,278.15,269.25,272.6166667
274.95,278.15,269.05,272.7
273.85,276.15,268.55,272.2
273.05,275.15,267.95,271.075
272.55,273.15,267.15,270.275
272.25,272.15,266.65,269.325
271.85,271.15,266.35,268.7
271.45,271.15,265.85,268.3
271.05,275.15,265.95,267.375
270.05,276.15,265.75,266.725
269.25,276.15,266.15,266.95
268.25,276.15,266.25,266.55
269.85,275.15,266.25,265.325
269.15,275.15,266.35,264.3
268.85,274.15,266.25,264.05
267.85,274.15,266.35,264.925
267.15,274.15,266.25,270.375
270.25,273.15,266.65,270.175
272.75,274.15,267.05,270.425
274.45,276.15,267.25,271.1
274.95,276.15,267.55,272.09
275.35,277.15,268.25,272.5166667
276.45,278.15,268.75,272.65
276.55,278.15,269.35,272.75
276.35,279.15,269.45,273.0166667
275.45,278.15,269.45,272.81
274.85,278.15,268.75,272
273.75,276.15,267.85,271.25
271.05,272.15,267.15,270.775
270.15,271.15,266.95,269.875
268.55,269.15,266.45,268.85
267.35,268.15,266.55,268.225
266.95,267.15,266.35,268.175
269.45,267.15,266.45,267.15
268.65,266.15,267.15,265.875
268.15,269.15,266.75,265.85
267.05,267.15,266.05,264.825
267.15,266.15,265.55,264.7
266.95,265.15,264.45,265.55
265.65,265.15,263.45,265.2
266.85,267.15,262.85,264.9
269.35,267.15,261.95,265.325
272.05,269.15,262.05,265.85
274.35,273.15,261.75,267.175
275.15,274.15,261.65,268.375
277.25,275.15,262.25,269.625
278.95,276.15,262.65,271.025
280.15,278.15,263.15,272.49
279.55,278.15,262.95,273.1833333
277.05,278.15,263.05,273.325
274.65,277.15,262.05,273.075
271.75,276.15,261.85,272.225
270.05,276.15,261.45,271.55
269.15,272.15,260.55,270.33
268.35,269.15,260.55,269.1833333
268.45,269.15,260.05,267.825
270.05,271.15,259.15,266.875
270.25,271.15,258.75,265.875
269.85,269.15,259.35,266.175
269.85,271.15,258.95,265.675
269.25,269.15,259.05,265.25
268.95,268.15,259.15,263.95
268.25,268.15,258.35,263.575
268.85,268.15,257.55,264.225
268.65,266.15,256.85,264.2
270.05,266.15,256.35,263.8
272.05,269.15,256.35,265.375
273.85,274.15,257.25,267.425
275.45,275.15,257.85,268.97
276.05,276.15,257.75,270.2833333
276.85,277.15,258.15,271.425
277.05,278.15,259.35,272.43
276.95,280.15,259.35,272.85
275.65,280.15,258.75,273.175
272.75,277.15,257.85,272.825
271.25,274.15,257.35,271.65
269.55,275.15,257.25,270.8
272.35,272.15,256.95,269.95
270.05,269.15,257.05,268.6166667
269.95,269.15,257.25,267.825
271.25,271.15,257.15,266.975
271.75,272.15,257.35,266.1833333
271.85,269.15,258.35,265.325
272.05,269.15,258.65,264.6
271.25,269.15,258.75,264.55
271.45,268.15,259.15,264.45
270.75,269.15,258.95,263.45
269.85,268.15,258.85,263.61
270.35,272.15,259.05,264.75
272.35,269.15,259.15,264.675
274.95,272.15,261.05,266.35
276.35,276.15,262.15,268.65
277.55,276.15,263.65,270.47
279.15,276.15,264.85,272.2166667
280.85,276.15,266.05,273.4
281.95,276.15,267.35,274.79
281.95,276.15,267.65,275.05
280.95,276.15,267.75,275.025
279.25,276.15,268.45,275.15
278.25,276.15,268.35,274.025
274.45,275.15,268.25,273
272.85,274.15,268.35,272.075
275.05,274.15,267.45,271.8
276.45,273.15,266.95,272.25
274.55,273.15,268.65,271.5
273.75,273.15,268.25,271.025
273.95,273.15,268.75,269.8
272.15,273.15,268.75,268.5
274.95,272.15,268.65,267.825
277.55,273.15,268.45,266.5
277.25,273.15,268.15,265.925
277.55,273.15,268.05,266.175
277.05,273.15,267.85,266.725
277.85,273.15,268.15,267.05
278.85,273.15,269.55,267.8166667
279.95,274.15,270.55,269.4833333
279.95,275.15,272.25,271.525
280.55,276.15,273.55,272.675
281.35,276.15,274.05,273.9
279.95,276.65,275.05,275.05
279.35,277.15,275.35,275.9
278.15,276.15,275.45,275.8166667
277.25,276.15,274.15,275.25
276.55,275.15,273.05,273.825
275.65,274.15,272.65,271.975
275.05,273.15,272.15,270.35
274.65,273.15,271.25,269.35
273.35,272.15,268.05,268.575
272.55,269.15,266.85,268.325
271.55,269.15,272.05,268.725
272.25,269.15,272.05,269.2
272.25,269.15,271.75,269.2
271.85,268.15,271.25,270.025
271.55,269.15,270.75,269.75
271.35,269.15,269.45,269.625
271.05,269.15,269.25,269.625
270.85,271.15,268.85,269.725
271.55,274.15,268.65,270.225
272.55,276.15,269.55,270.575
273.35,276.15,270.65,271.325
274.05,277.15,272.05,272.17
274.75,276.15,272.65,273.0833333
275.65,276.15,273.15,275.1
275.75,276.15,273.95,279.05
275.95,276.15,274.25,281.525
275.15,276.15,274.55,282.3166667
274.85,275.15,273.85,281.025
273.05,274.15,273.35,279.075
273.55,273.15,272.95,277.475
270.95,272.15,270.85,276.65
269.35,272.15,269.55,275.725
270.55,271.15,268.25,274.875
270.95,269.15,268.55,273.15
270.25,268.15,270.05,271.875
270.05,268.15,268.55,271.825
269.85,267.15,267.85,271.3
269.65,267.15,266.85,271.4
269.25,266.15,266.05,269.55
269.05,266.15,264.55,269.875
268.35,266.15,263.05,270.275
268.45,266.15,263.75,269.225
269.65,266.15,263.35,267.5
271.75,267.15,267.55,269.325
274.15,269.15,270.15,272.25
275.95,271.15,272.55,273.95
278.15,270.95,273.85,274.75
281.15,274.15,274.05,274.75
283.05,275.15,274.75,275.75
285.75,276.15,275.05,276.725
284.15,275.15,275.05,276.725
282.75,275.15,274.05,275.79
279.85,273.15,272.85,274.5833333
279.15,267.95,269.75,273.925
277.85,269.15,268.95,273.79
276.45,266.15,268.05,273.3833333
274.25,266.15,268.35,273.75
273.65,268.85,268.15,273.725
273.75,265.15,268.95,272.425
273.15,265.15,269.15,272.625
272.35,268.15,268.65,270.175
272.25,269.15,266.75,269.15
271.95,268.15,266.15,269.65
269.65,268.15,267.25,269.875
267.65,268.15,266.45,270
266.25,268.15,267.05,270.35
272.35,268.15,267.05,270.575
275.05,268.15,268.25,271.025
276.55,271.15,270.35,271.4
277.55,272.15,271.55,271.85
277.95,273.15,273.75,272.6166667
277.95,274.15,274.95,273.45
278.25,275.15,276.15,274.27
278.05,274.15,276.85,274.75
277.45,274.15,276.75,275
276.75,273.15,276.05,274.85
276.25,273.15,272.45,273.775
276.05,273.15,270.35,271.7
275.35,273.15,269.65,271.15
274.15,273.15,268.65,270.975
272.85,273.15,267.85,270.3
270.65,273.15,270.55,269.575
270.65,272.15,269.55,269.625
270.35,272.15,268.75,270.325
269.85,271.15,269.05,271.175
269.45,272.15,268.65,273.4
269.25,271.15,267.85,274.3
269.15,271.15,265.95,274.025
268.95,270.15,265.75,273.45
268.55,271.15,267.15,272.275
269.75,271.15,267.05,270.725
271.25,271.15,267.95,270.175
272.65,272.15,268.65,269.775
274.15,273.15,269.05,269.95
274.65,276.15,269.65,270.7
275.85,277.15,270.25,271.2
275.95,277.15,270.45,271.93
276.35,277.15,270.25,272.6166667
274.95,276.15,270.15,272.55
271.75,276.15,269.75,272.6
271.55,275.15,269.15,271.775
271.75,274.15,268.05,271.2
272.25,273.15,268.15,271.25
272.25,273.15,267.15,270.625
271.55,272.15,267.35,270.225
271.35,271.15,267.15,269.825
271.85,271.15,266.75,269.525
272.25,269.15,267.25,268.975
270.75,269.15,267.05,268.425
270.75,268.15,267.15,268.025
270.55,268.15,266.05,267.775
268.45,268.15,265.85,267.575
275.45,267.15,264.75,267.25
272.25,266.15,264.55,266.225
275.45,268.15,264.95,266.25
278.25,269.15,265.55,267.85
280.15,272.15,266.65,269.75
281.35,273.15,267.15,271.55
282.05,274.15,267.85,272.05
282.75,273.75,268.55,273.35
282.65,276.15,269.15,274.75
281.35,276.15,269.65,275.05
280.15,276.15,270.15,274.95
278.85,276.15,270.45,273.95
278.15,274.15,270.25,273.05
277.25,274.15,269.85,273.25
275.85,272.15,268.35,273.15
274.65,271.15,269.15,272.95
273.75,271.15,268.45,272.75
272.85,271.15,267.45,272.75
271.85,271.15,266.75,272.45
272.25,269.15,266.45,272.05
272.25,268.15,266.55,271.65
272.05,267.15,265.75,271.45
272.05,265.15,265.85,271.35
272.05,267.85,265.45,271.55
271.95,265.15,266.05,270.65
271.95,266.15,266.05,270.35
272.65,266.15,266.25,270.05
273.65,268.15,267.05,272.15
274.35,271.15,268.65,273.55
275.15,273.15,269.75,274.65
275.75,275.15,270.75,275.85
276.35,276.15,272.55,277.45
276.75,277.15,273.35,278.25
276.25,277.15,274.15,279.25
275.95,277.15,274.35,278.55
275.75,276.15,273.95,277.25
276.05,274.15,273.25,276.25
276.05,273.15,272.85,274.15
275.85,272.15,271.15,272.55
275.65,269.15,271.65,275.05
275.25,267.15,269.55,275.35
275.45,266.15,270.35,274.45
274.95,265.15,270.45,273.45
274.75,264.15,270.35,272.75
274.75,264.15,269.85,271.25
274.95,263.15,269.35,271.25
274.95,263.15,267.85,269.85
274.75,263.15,265.85,269.25
274.85,263.15,265.25,269.15
275.25,263.15,266.55,268.05
275.65,267.15,265.55,269.25
275.85,268.15,269.55,271.25
276.95,271.15,270.65,272.35
277.65,273.15,273.55,273.65
277.95,274.15,274.05,275.15
278.05,276.15,275.25,276.45
277.85,276.15,276.15,277.65
277.75,277.15,276.75,277.95
277.15,276.15,276.35,278.05
276.75,276.15,275.65,276.85
276.55,274.15,275.05,275.45
276.35,272.15,274.55,274.75
275.95,271.15,273.95,274.45
275.65,269.15,273.25,273.95
275.55,268.15,272.55,273.65
275.45,268.15,272.15,272.15
275.35,267.15,271.75,269.65
275.35,269.35,271.65,267.95
275.25,269.15,269.05,266.45
275.15,269.15,268.95,265.85
275.05,269.15,268.45,265.85
274.65,268.15,267.05,266.35
274.35,268.15,266.85,265.75
274.25,267.15,266.65,266.55
276.95,267.15,267.15,267.15
280.75,269.15,269.95,270.05
281.95,272.15,271.75,272.45
282.05,274.15,273.65,274.25
282.85,275.15,274.75,275.65
282.25,275.15,276.15,277.55
282.35,276.15,277.45,278.55
281.55,276.15,278.35,279.35
279.15,276.15,278.15,279.45
277.85,276.15,277.55,276.35
277.15,275.15,274.95,275.35
276.35,274.15,273.85,273.25
275.65,275.15,272.25,272.05
275.35,274.15,270.55,271.55
275.15,273.15,269.25,270.75
275.05,273.15,269.25,270.45
274.85,272.15,271.45,269.75
274.15,271.15,268.15,269.25
272.95,271.15,268.85,269.75
271.95,271.15,268.05,268.35
270.75,268.15,268.35,267.85
269.75,268.15,266.75,267.85
269.65,267.15,264.95,267.75
269.95,266.15,265.05,267.85
270.75,266.15,266.85,267.35
271.95,268.15,270.45,271.05
272.65,274.15,273.05,273.15
273.75,276.15,274.45,274.85
274.25,279.15,275.15,276.25
274.85,280.15,276.45,278.45
274.65,281.15,278.15,278.65
274.15,281.15,279.95,278.95
273.65,281.15,280.15,279.25
272.75,280.15,279.45,276.85
272.35,279.15,277.05,274.05
271.85,278.15,273.75,274.25
270.85,277.15,272.65,272.45
270.55,276.15,270.75,272.45
271.25,276.15,275.95,272.35
271.05,274.15,274.05,273.05
270.65,273.15,273.45,273.05
269.65,272.15,272.45,273.25
269.55,272.15,272.55,272.85
268.75,272.15,271.55,273.45
268.05,272.15,271.55,273.35
267.45,272.15,271.95,273.25
266.95,271.15,271.25,273.35
266.55,271.15,270.75,271.95
268.95,271.15,271.15,271.25
270.95,273.15,272.65,272.05
272.45,274.25,273.05,275.85
273.45,276.15,274.25,277.65
273.55,276.15,275.95,279.15
273.45,276.85,276.35,280.55
273.85,279.15,276.45,281.95
273.75,279.15,277.15,282.25
272.65,279.15,276.85,281.45
271.65,279.15,275.95,280.45
271.45,276.15,274.05,279.15
271.45,276.15,276.25,280.25
271.15,276.15,275.75,280.85
270.55,275.15,274.95,280.45
269.55,274.15,274.45,279.45
268.75,274.15,274.05,279.25
269.15,274.15,273.75,278.15
269.25,274.15,273.55,277.55
269.05,273.15,273.15,274.05
268.05,273.15,272.85,272.75
267.55,272.15,272.05,275.15
266.95,272.15,270.95,277.05
266.85,272.15,270.65,275.05
267.15,268.15,270.35,275.85
268.05,268.15,270.25,276.15
269.65,272.15,271.25,277.25
270.95,276.15,272.15,279.05
272.45,277.15,272.95,279.45
273.35,278.15,273.55,280.65
273.95,279.15,274.25,281.35
273.75,279.15,274.35,281.15
273.85,280.15,274.65,282.45
273.35,280.15,275.55,282.05
273.15,279.15,275.35,281.65
272.35,277.15,274.75,280.85
272.35,276.15,274.55,280.05
270.55,276.15,273.85,279.65
269.45,276.15,273.55,276.45
268.75,273.15,272.75,276.45
270.35,271.15,271.95,275.65
270.05,269.15,271.85,275.8
269.55,268.15,272.35,275.35
269.25,268.15,271.55,274.625
268.95,267.15,271.05,274.075
268.65,267.15,269.75,273.35
269.05,267.15,268.45,272.925
269.35,266.15,267.55,272.525
269.35,266.15,267.15,272
269.95,266.15,267.35,272.55
270.95,272.15,271.65,274.05
271.85,277.15,274.45,275.55
272.95,280.15,276.55,276.45
273.75,281.15,277.25,277.15
274.95,283.15,277.85,277.65
274.65,283.15,278.85,278.65
274.35,283.15,279.45,278.05
273.95,281.15,279.55,276.75
273.15,280.15,279.35,276.65
272.75,278.15,278.05,275.95
273.15,278.15,275.85,275.45
273.35,277.15,274.05,275.15
273.25,274.15,270.65,275.05
272.65,272.15,270.15,274.35
272.35,271.15,269.55,273.75
272.15,276.15,268.55,273.65
271.85,279.15,268.75,272.95
271.75,277.15,268.15,271.75
271.85,276.15,267.35,271.95
271.65,276.15,267.25,272.55
270.65,276.15,266.35,272.45
270.15,276.15,267.15,272.05
269.65,275.15,265.95,273.15
269.65,275.15,267.45,272.15
269.85,275.15,273.15,273.25
270.45,275.15,276.15,273.85
270.75,275.15,277.85,274.05
270.65,275.15,279.65,274.75
270.75,276.15,280.35,275.55
270.95,276.15,280.95,275.55
270.65,275.25,280.75,276.05
270.35,276.15,280.35,276.05
270.35,276.15,280.35,274.05
270.35,274.15,279.75,273.55
270.15,273.15,280.05,273.05
270.05,272.15,278.85,272.65
269.95,271.15,277.85,272.15
270.05,269.15,274.15,270.75
270.05,269.15,271.25,270.35
270.25,268.15,271.65,270.35
269.85,268.15,271.45,270.25
269.75,267.15,271.55,270.15
269.65,266.15,270.55,270.35
269.05,267.15,270.65,270.65
269.15,266.15,270.15,271.05
268.75,266.15,269.45,270.55
268.45,266.15,269.25,270.25
270.25,266.15,277.95,272.25
272.85,268.15,279.85,273.65
274.05,271.15,280.55,274.35
273.85,272.15,281.45,275.05
274.35,274.15,281.95,275.85
274.45,274.15,282.75,276.75
274.85,275.15,283.25,276.05
274.35,276.15,283.75,277.45
272.95,275.15,283.85,275.75
271.65,274.15,283.65,274.85
270.45,273.15,282.35,273.55
269.35,272.15,278.45,272.45
267.85,272.15,280.15,271.75
267.05,271.15,279.85,270.65
266.55,269.15,279.55,270.35
266.15,267.15,279.65,270.05
265.55,265.15,276.65,270.15
265.15,265.15,274.95,269.65
264.65,265.15,272.85,269.65
264.65,265.15,272.85,269.85
264.15,266.15,271.55,269.65
264.25,266.15,270.25,269.55
263.85,265.15,270.35,269.05
264.25,265.15,271.15,269.75
265.75,266.15,271.95,269.35
267.35,268.15,274.15,270.75
269.05,272.15,276.95,272.05
269.85,274.15,278.55,272.65
270.65,275.15,280.75,272.75
271.55,276.85,282.35,274.15
272.15,278.15,283.45,274.25
272.15,280.15,283.85,275.95
271.85,279.15,283.75,274.85
269.75,278.15,282.95,274.35
269.45,277.15,281.55,273.35
268.75,276.15,280.55,272.85
268.75,274.15,278.95,271.65
268.35,271.15,277.65,271.95
267.85,269.15,275.95,271.85
267.25,269.15,273.05,271.25
266.55,272.15,271.15,271.35
266.05,271.15,270.75,271.35
265.65,269.15,270.45,271.15
264.45,267.15,270.05,271.15
262.85,266.15,269.55,270.75
261.75,265.15,268.85,270.45
260.95,265.15,268.55,270.25
260.95,265.15,268.95,269.65
266.55,265.15,269.65,270.15
268.45,271.15,274.15,271.15
269.65,276.15,276.35,272.15
270.65,279.15,278.05,273.65
271.05,281.15,279.15,274.35
271.45,284.15,280.15,276.05
271.95,285.65,281.25,276.95
271.35,285.15,281.85,277.65
270.35,285.15,281.65,277.95
269.45,284.15,280.95,277.25
268.95,281.15,278.05,276.75
268.05,277.15,275.95,276.35
265.65,277.15,275.45,275.55
264.75,275.15,275.25,274.85
263.95,274.15,274.55,274.15
263.15,274.15,273.45,274.05
262.45,276.15,273.15,274.55
263.65,276.15,273.95,271.05
264.85,273.55,274.25,273.55
264.45,276.15,273.85,273.65
264.05,275.15,274.05,273.25
263.05,274.15,274.45,269.55
263.95,272.15,275.15,268.55
264.65,269.15,275.25,269.45
266.05,271.15,276.55,270.95
267.75,276.15,276.65,273.15
270.25,277.15,276.85,275.65
271.15,279.15,277.35,277.35
272.75,281.15,277.95,279.35
273.85,282.15,278.85,281.15
273.85,283.15,279.05,281.75
273.45,284.15,279.55,282.35
272.85,284.15,279.45,282.95
271.75,283.15,279.45,281.65
271.35,280.15,278.85,279.45
268.95,280.15,278.25,278.35
267.15,278.15,277.95,275.15
266.05,278.15,278.45,272.95
266.05,277.15,278.15,271.45
267.65,276.15,277.95,271.25
267.55,276.15,278.15,269.95
267.25,274.15,278.25,269.85
266.35,274.15,278.05,269.75
265.75,272.15,278.05,269.65
266.65,269.15,275.75,268.55
265.65,268.15,273.95,268.85
266.15,267.15,272.75,268.65
267.15,268.15,272.05,267.75
269.05,268.15,273.15,268.35
271.55,275.15,275.65,272.85
273.85,276.15,277.85,274.35
275.55,278.15,279.85,277.35
277.05,279.15,281.35,279.65
277.95,278.15,282.35,280.85
277.35,279.15,283.55,282.35
276.25,281.15,283.15,283.05
275.15,280.15,281.65,283.45
274.25,279.15,280.35,282.45
273.25,278.15,279.95,281.05
272.25,278.15,279.45,278.45
270.55,277.15,279.45,275.55
268.85,277.15,279.35,274.55
268.15,276.15,278.65,273.05
267.45,272.15,278.05,272.45
268.45,271.15,277.15,271.15
269.35,269.15,275.85,271.45
269.45,272.15,275.15,270.35
269.45,271.15,274.55,269.75
269.55,271.15,273.85,269.45
269.85,271.15,274.45,269.75
270.05,269.15,274.25,268.85
270.35,269.15,274.45,268.75
269.85,269.15,274.55,272.95
269.75,272.15,274.75,276.35
270.25,275.15,274.65,279.35
270.65,276.15,274.55,282.25
270.95,278.15,275.15,283.25
271.45,279.15,275.05,283.95
271.85,281.05,275.15,284.65
271.95,281.15,275.65,285.05
270.85,281.15,274.75,285.15
270.25,281.15,273.65,284.55
270.25,278.15,272.55,282.45
270.35,276.15,271.55,280.75
270.25,274.15,270.75,276.95
270.25,274.15,270.15,276.65
269.85,276.15,269.35,277.85
269.25,275.15,268.65,276.55
268.45,274.15,268.05,274.65
267.95,273.15,267.55,273.05
267.85,273.15,267.05,272.65
267.85,273.15,266.85,271.65
267.75,272.15,266.85,270.75
267.35,273.15,266.35,269.95
267.25,272.15,266.45,269.35
267.55,271.15,266.25,268.65
268.55,272.15,266.75,270.05
270.25,274.15,267.65,270.65
271.85,276.15,268.85,271.15
273.35,278.15,269.65,272.45
274.25,279.15,270.25,273.05
275.25,282.15,270.55,275.65
276.25,283.15,271.65,277.25
276.35,284.15,271.75,277.25
275.25,284.15,271.65,276.95
272.45,283.15,271.55,276.95
270.55,279.15,270.55,274.65
269.65,276.15,270.05,274.55
269.25,275.15,269.65,272.75
270.15,276.15,269.25,272.05
270.75,276.15,268.95,272.35
269.55,276.15,268.55,271.35
268.65,273.15,268.25,271.15
269.45,272.15,268.65,270.85
269.55,272.15,268.55,270.35
269.85,272.15,269.35,270.75
269.15,271.15,269.75,269.85
269.95,271.15,269.25,270.45
269.55,271.15,269.55,269.55
269.65,269.15,269.55,269.65
270.95,271.15,270.15,270.55
272.65,274.15,271.25,272.95
274.25,276.15,272.45,274.15
275.55,278.15,273.45,276.15
276.05,279.15,274.75,278.55
277.65,281.15,275.35,279.85
277.45,280.15,276.15,280.45
277.55,280.15,276.45,281.15
276.65,280.15,276.55,281.55
273.85,279.15,276.35,280.65
271.35,279.15,275.65,277.25
270.45,279.15,275.05,275.65
269.95,278.15,275.15,276.55
272.25,277.15,275.05,275.05
271.95,277.15,274.55,274.65
271.05,275.15,274.65,274.85
270.85,273.15,274.75,275.15
270.55,273.15,275.55,275.55
270.95,271.15,275.45,275.65
270.65,271.15,275.55,276.75
270.95,271.15,275.55,276.85
270.35,271.15,274.85,275.45
269.75,270.15,274.45,276.25
270.35,269.15,274.45,278.15
272.45,271.15,274.95,278.05
274.65,275.15,276.65,279.35
277.65,280.15,277.05,282.45
279.15,283.15,277.85,281.15
279.65,284.15,279.25,279.85
279.65,284.15,279.95,280.25
280.15,284.15,280.05,279.85
278.75,285.15,280.95,279.75
278.15,285.15,280.75,279.85
277.55,284.15,280.45,279.55
276.45,282.15,279.75,278.65
275.75,281.15,279.55,278.05
274.65,279.15,278.15,277.65
275.65,277.15,277.35,277.25
275.25,278.15,276.35,276.45
275.25,277.15,276.05,275.15
274.45,277.15,276.95,275.25
273.95,276.15,273.35,274.55
274.25,275.15,271.35,274.15
274.05,274.15,270.55,273.75
274.25,274.15,270.65,273.15
273.05,274.15,269.65,273.05
271.95,273.15,268.95,272.65
272.35,274.15,268.85,272.25
275.15,275.15,272.75,272.85
275.75,277.15,277.45,273.25
276.45,278.15,278.45,274.75
277.25,280.15,279.65,275.55
277.75,281.15,280.55,277.15
278.15,282.15,281.35,277.35
278.15,283.15,282.65,278.45
277.55,284.15,283.15,279.35
276.85,284.15,282.55,279.15
275.95,283.15,282.15,278.35
275.95,281.15,280.95,277.05
274.95,278.15,280.05,276.65
273.65,275.65,280.35,277.05
272.65,275.15,278.35,276.15
272.15,274.15,277.85,275.75
272.15,272.15,276.55,275.65
271.95,272.15,274.85,275.25
271.55,271.15,280.15,275.85
270.85,271.15,280.15,275.15
269.35,274.15,279.95,272.55
268.35,274.15,279.55,270.55
268.15,274.15,278.35,269.85
268.25,273.15,277.35,268.85
268.15,273.15,276.65,268.75
271.05,274.15,276.25,269.45
272.55,276.15,276.75,271.75
273.55,278.65,277.45,273.95
273.55,280.15,278.75,276.65
274.25,281.15,279.55,278.15
274.25,282.15,280.55,280.65
274.65,283.15,281.25,281.65
274.85,283.15,281.65,282.35
274.65,284.15,281.35,281.95
274.65,283.15,281.25,281.75
274.65,280.15,280.65,280.45
274.45,277.15,280.15,279.15
273.85,277.15,278.75,278.85
273.85,277.15,278.15,278.45
273.35,277.15,277.55,277.65
272.55,276.15,276.55,276.65
270.95,276.15,276.35,275.85
271.25,275.15,276.45,275.55
271.15,275.15,275.35,274.45
269.75,273.15,275.35,274.05
270.05,271.15,274.95,273.25
269.25,271.15,273.05,271.95
268.25,273.15,273.55,271.55
270.25,272.15,273.95,271.25
272.75,272.15,274.55,271.95
275.45,274.15,275.35,276.55
276.55,275.15,277.25,278.25
277.25,277.15,277.85,279.85
277.85,277.15,278.15,281.75
278.95,278.15,278.75,283.35
279.45,278.15,278.75,285.85
279.15,278.15,278.65,285.65
277.85,276.15,278.25,283.45
276.45,275.15,277.55,283.55
276.05,275.15,276.25,282.35
274.55,275.15,275.25,280.35
274.95,275.15,274.95,279.25
273.95,275.15,274.25,276.75
274.05,275.15,273.25,275.95
273.25,275.15,272.85,275.35
272.75,275.15,271.35,274.95
270.65,275.15,271.35,274.65
270.45,275.15,270.75,274.05
270.05,275.15,271.35,273.25
269.65,274.15,271.75,272.55
270.45,274.15,271.35,271.55
270.75,274.15,271.25,271.55
271.35,273.15,271.05,270.95
271.65,274.15,271.55,270.75
272.15,274.15,271.85,271.15
273.05,274.15,272.95,272.25
273.75,274.15,273.25,273.45
274.35,275.15,274.15,273.85
274.15,274.15,274.85,275.05
274.95,274.15,276.05,276.35
274.95,274.15,276.45,276.85
274.45,274.15,276.65,277.15
273.85,275.15,276.35,277.35
273.05,273.65,275.55,276.55
272.55,274.15,274.65,273.45
272.25,273.25,272.65,274.55
272.05,274.15,273.85,273.05
272.35,273.25,272.55,274.35
272.65,274.15,269.65,273.25
272.75,273.15,269.75,272.85
272.75,274.15,269.55,273.15
272.75,274.15,268.65,271.35
272.65,274.15,269.55,270.95
272.65,274.15,267.45,271.95
272.55,274.15,266.45,271.25
272.55,274.15,266.15,271.35
272.85,274.15,265.85,271.65
273.55,274.15,267.85,272.85
274.25,274.15,269.75,273.25
274.75,274.15,272.15,273.75
275.55,274.15,274.25,274.45
276.15,273.95,276.15,274.95
276.85,275.15,277.55,271.05
277.15,274.45,278.05,271.45
277.15,277.15,278.25,271.35
276.45,276.15,278.55,271.45
275.95,276.15,278.15,271.75
275.45,275.15,277.75,271.35
272.85,274.15,277.25,270.65
272.35,274.15,276.45,270.55
272.05,273.15,275.95,270.65
272.95,273.15,274.15,270.85
272.05,272.15,272.85,270.65
272.75,271.15,272.25,270.85
273.25,269.15,272.25,270.85
273.35,269.85,271.65,270.85
273.75,269.15,270.35,270.75
273.75,269.15,269.95,270.85
274.05,269.15,269.15,270.65
274.75,268.15,268.55,270.45
274.85,268.15,268.25,269.55
275.35,269.15,269.35,269.45
276.25,271.15,273.85,271.95
277.15,273.15,275.65,272.55
278.05,274.15,278.65,273.75
278.55,275.15,279.75,275.65
279.15,276.15,280.85,276.95
279.25,276.15,280.95,277.35
279.25,277.15,280.55,278.35
278.55,277.15,280.25,279.15
277.65,277.15,279.45,279.95
277.35,276.15,278.45,279.25
277.85,273.15,277.75,278.25
277.55,271.15,276.75,277.25
277.25,272.45,275.75,276.75
276.65,269.15,274.65,276.35
276.05,268.15,274.15,275.65
275.75,269.15,273.55,274.75
275.55,269.15,273.75,273.75
275.35,269.15,273.05,273.05
274.95,268.15,272.85,273.25
274.85,267.15,272.65,273.05
274.75,267.45,272.15,272.95
274.55,265.15,271.65,272.95
